spätestens,Spätestens um zehn Uhr müssen wir los.,at the latest,B1
dramatisch,Der Unfall hatte dramatische Folgen.,dramatic,A2
die Ehre,"Es war eine große Ehre, ihn zu treffen.",honor,
entschließen,Sie entschloss sich für das Angebot.,to decide,C1
gewöhnen,Er gewöhnte sich schnell an die Arbeit.,to get used to,B1
hingehen,"Er ging hin, um zu sehen, was los war.",to go (there),A1
zittern,Er zitterte vor Kälte in der Nacht.,to tremble,B1
der Dialog,Der Dialog zwischen ihnen war fruchtbar.,dialogue,B1
der Schuss,Ein Schuss fiel in der Stille der Nacht.,shot,A2
das Seminar,Das Seminar behandelte aktuelle Themen.,seminar,B1
die Werbung,Die Werbung im Fernsehen ist oft nervig.,advertising,B1
die Blume,Die Blume blühte in voller Pracht.,flower,A1
der Schreibtisch,Der Schreibtisch ist aus Holz.,desk,A2
verlieben,Er verliebte sich Hals über Kopf.,to fall in love,A1
winken,Er winkt zum Abschied aus dem Auto.,to wave,B1
fliehen,Viele Menschen flohen vor dem Krieg.,to flee,B1
interpretieren,Er interpretierte das Gedicht anders.,to interpret,C1
olympisch,Er trainiert für die olympischen Spiele.,Olympic,C1
verdammt,Der verdammte Lärm störte mich.,damned,A1
anerkennen,Seine Arbeit wurde von allen anerkannt.,to recognize,B1
bewahren,Er bewahrt Ruhe in jeder Situation.,to keep,A2
illegal,Drogenhandel ist in jedem Land illegal.,illegal,B1
der Sand,Der Sand war warm unter den Füßen.,sand,B1
umbringen,Er brachte sie aus Eifersucht um.,to kill,A1
die Fraktion,Die Fraktion trifft sich morgen.,parliamentary party,C1
der Gesellschafter,Der Gesellschafter investierte viel.,associate,C2
das Schweden,Schweden ist bekannt für seine Natur.,Sweden,B2
die Verbesserung,Die Verbesserung war dringend nötig.,improvement,B2
worauf,Worauf basiert diese Annahme genau?,on what,A1
einsam,Er fühlte sich einsam nach dem Umzug.,lonely,B1
die Innovation,Innovation treibt den Fortschritt an.,innovation,C2
die Landwirtschaft,Die Landwirtschaft ist grundlegend.,agriculture,B1
die Therapie,Die Therapie dauerte sechs Monate.,therapy,B1
der Ablauf,Der Ablauf war sorgfältig geplant.,expiry,B2
anstehen,"Wir mussten anstehen, um reinzukommen.",to line up,C1
die Bemerkung,Die Bemerkung führte zur Diskussion.,remark,B2
Frankfurter,Die Frankfurter Messe beginnt bald.,Frankfurt,C2
identisch,Die Zwillinge sehen fast identisch aus.,identical,B2
rollen,Der Ball rollt den Hügel hinunter.,to roll,A2
die Angehörige,Die Angehörigen wurden informiert.,member,B1
das Café,Wir treffen uns heute im neuen Café.,coffeehouse,A1
dauerhaft,Eine dauerhafte Lösung wurde gefunden.,lasting,B2
garantieren,Das Unternehmen garantiert Qualität.,to guarantee,B1
die Not,"Die Not war groß, aber er blieb stark.",need,B1
räumlich,Die räumliche Trennung fiel schwer.,three-dimensional,C2
jahrelang,Die jahrelange Arbeit zahlte sich aus.,many years,B1
der Respekt,Sein Respekt vor dem Lehrer war groß.,respect,B1
gefährden,Rauchen gefährdet die Gesundheit.,to endanger,B1
das Spektrum,Das Spektrum deckt alle Bereiche ab.,spectrum,C1
vergeben,Das Stipendium wurde ihr vergeben.,to award,A1
der Weber,Der Weber fertigte feine Stoffe an.,weaver,C1
effektiv,Die neue Methode ist äußerst effektiv.,effective,B2
der Eingang,Der Eingang war schwer zu finden.,entrance,A1
das Erbe,Das Erbe wurde gerecht verteilt.,heritage,B1
islamisch,Er besuchte die islamische Gemeinde.,Islamic,C1
zustimmen,Er stimmte dem Vorschlag schließlich zu.,to agree,B1
radikal,Er forderte radikale Veränderungen.,radical,C1
der Ausbau,Der Ausbau des Hauses beginnt.,expansion,C2
der Kanal,Der Kanal führt durch die Stadt.,canal,B1
registrieren,Bitte registrieren Sie sich online.,to register,B1
verhandeln,Sie verhandeln über den Vertrag.,to negotiate,A2
der Wandel,Der Wandel vollzog sich rasant.,change,C1
der Ast,Der Ast des Baumes brach im Sturm ab.,branch,B2
ausüben,Er übt täglich seine Fertigkeiten aus.,to practice,B2
jenseits,Jenseits des Flusses liegt das Dorf.,beyond,B1
unterliegen,Er unterlag seinem Gegner im Finale.,to be defeated,C1
der Wähler,Der Wähler gab seine Stimme ab.,voter,B2
willkommen,Du bist hier immer willkommen.,welcome,A1
das Gedächtnis,Mein Gedächtnis ist nicht gut.,memory,B1
gelegentlich,Gelegentliche Pausen steigern Leistung.,occasional,B2
bedürfen,Dieses Projekt bedarf viel Zeit.,to require,B2
das Gefängnis,Das Gefängnis ist gut bewacht.,prison,B1
die Überraschung,Die Überraschung war perfekt gelungen.,surprise,B1
der Wechsel,Der Wechsel in der Führung war nötig.,change,B2
die Wurzel,Wir müssen die Wurzel des Konflikts finden.,root,C1
formell,Formelle E-Mails erfordern Höflichkeit.,formal,C1
sanft,Der sanfte Wind streichelte ihr Gesicht.,soft,A2
aushalten,Er kann den Lärm nicht länger aushalten.,to bear,B1
bedrohen,Er bedroht ihn mit einem Messer.,to threaten,A2
keineswegs,Das war keineswegs meine Absicht.,by no means,B2
klug,Eine kluge Wahl führte zum Sieg.,clever,A2
der Arbeitnehmer,Der Arbeitnehmer beantragte Urlaub.,employee,C2
beugen,Sie beugte leicht den Kopf nach vorn.,to bend,B2
einbringen,Er bringt viele neue Ideen ein.,to bring in,B2
die Materie,Die Materie verändert ihre Form.,matter,B2
das Personal,Das Personal arbeitete effizient.,staff,B1
scheinbar,Die scheinbare Ruhe täuschte alle.,apparent,B1
die Frequenz,Die Frequenz des Signals war zu niedrig.,frequency,B2
lehren,Er lehrt Physik an der Universität.,to teach,A2
selbstständig,Er führt ein selbstständiges Geschäft.,independent,A1
überwinden,Sie überwinden alle Hindernisse.,to overcome,B1
unklar,Seine Absichten waren völlig unklar.,unclear,B2
verfügbar,Die Information ist verfügbar.,available,B2
wozu,Wozu brauchst du das Werkzeug?,what for,A1
schlicht,Das Design des Hauses ist sehr schlicht.,simple,B2
angemessen,Die angemessene Strafe wurde verhängt.,appropriate,B2
der Arbeitsmarkt,Der Arbeitsmarkt verändert sich.,labor market,C2
der Pass,Der Pass ist leider abgelaufen.,pass,A1
der Bedarf,Der Bedarf an Wasser ist hoch.,need,
ernsthaft,Er hatte ernsthafte Zweifel an dem Plan.,serious,A2
werben,Er wirbt für das neue Produkt.,to advertise,B2
errichten,Er errichtete ein neues Gebäude.,to build,B2
der Kredit,Der Kredit wurde schnell genehmigt.,loan,A2
das Wohnzimmer,Das Wohnzimmer ist hell und gemütlich.,living room,A2
die Kompetenz,Die Kompetenz wurde klar nachgewiesen.,competence,C1
die Leitung,Die Leitung des Projekts liegt bei ihm.,management,B1
strahlen,Die Sonne strahlt hell am Himmel.,to shine,B2
der Zucker,Der Zucker wurde im Tee aufgelöst.,sugar,B1
der Austausch,Der Austausch von Ideen war produktiv.,exchange,B2
gleichen,Sein Stil gleicht dem seines Bruders.,to be alike,B2
die Station,Die Station war modern ausgestattet.,station,B1
der Kaiser,Der Kaiser regierte viele Jahre.,emperor,A2
sperren,Er sperrte die Straße wegen Bauarbeiten.,to cut off,A2
der Sportler,Der Sportler gewann die Medaille.,athlete,B1
die Differenz,Die Differenz betrug nur wenige Punkte.,difference,B2
der Fakt,"Der Fakt ist, dass er recht hat.",fact,B1
die Herstellung,Die Herstellung erfolgt im Ausland.,production,C1
das Individuum,Das Individuum ist einzigartig.,individual,B2
das Symbol,Das Herz ist ein Symbol der Liebe.,symbol,B1
ausbreiten,Er breitete die Karte auf dem Tisch aus.,to spread,B2
die Versorgung,Die Versorgung mit Wasser ist gesichert.,supply,C1
der Kommentar,Der Kommentar wurde scharf kritisiert.,comment,B1
kontinuierlich,Der kontinuierliche Regen störte uns.,constant,C2
das Radio,Das Radio spielte leise Musik.,radio,A2
Münchner,Die Münchner Biergärten sind bekannt.,Munich,C2
der Musiker,Der Musiker spielt die Gitarre.,musician,B1
wecken,Der Wecker weckte ihn um sieben Uhr.,to wake sb up,A2
ansteigen,Die Temperatur ist heute angestiegen.,to rise,C1
die Rückkehr,Die Rückkehr war für ihn sehr emotional.,return,B1
auszeichnen,Er wurde für seine Arbeit ausgezeichnet.,to award a prize,A2
die Bar,In dieser Bar spielt immer Jazzmusik.,bar,A1
die Betrachtung,Die Betrachtung dauerte mehrere Stunden.,contemplation,C2
die Kommission,Die Kommission prüft den Vorschlag.,commission,B2
der Star,Der Star war umringt von Fans.,star,A2
wütend,"Er wurde wütend, als er das erfuhr.",furious,B1
christlich,Christliche Werte prägen das Land.,Christian,B2
Hamburger,Der Hamburger Hafen ist sehr bekannt.,Hamburg,A2
die Leiche,Die Leiche wurde im Wald gefunden.,corpse,A1
nochmals,Nochmals vielen Dank für alles.,again,B1
wehren,Er wehrt sich gegen die Vorwürfe.,to defend oneself,B1
der Abbau,Der Abbau der Kosten war dringend nötig.,reduction,C2
die Staatsanwaltschaft,Die Staatsanwaltschaft ermittelt.,prosecution,B2
die Freizeit,In der Freizeit geht er gerne wandern.,spare time,A1
das Geschenk,Das Geschenk kam pünktlich an.,gift,A1
hübsch,Der Garten sah im Frühling hübsch aus.,pretty,B1
der Moslem,Der Moslem betet fünfmal am Tag.,Muslim,B2
spontan,Ein spontaner Einfall rettete den Tag.,spontaneous,B2
dorthin,"Er geht dorthin, wo er gebraucht wird.",there,B1
das Frühstück,Das Frühstück war reichhaltig.,breakfast,A1
klettern,Der Junge klettert auf den Baum.,to climb,B1
der Mittelpunkt,Er ist der Mittelpunkt der Party.,midpoint,B2
bereiten,Der Unfall hat großen Schaden bereitet.,to make,A1
die Entstehung,Die Entstehung des Planeten war komplex.,origin,C2
konservativ,Er hat konservative Ansichten.,conservative,C1
der Magen,Der Magen knurrte laut vor Hunger.,stomach,A2
psychisch,Die psychische Belastung war enorm.,psychological,B2
das Salz,Das Salz ist fast aufgebraucht.,salt,A1
siebzig,Es sind siebzig Leute gekommen.,seventy,
versichern,Er versichert sein Haus gegen Feuer.,to insure,B1
der Brite,Der Brite trank Tee am Nachmittag.,Brit,B2
erkennbar,Der Fehler war sofort erkennbar.,recognizable,C1
namens,Eine Frau namens Anna rief an.,by the name of,A1
die Achse,Die Achse des Rades ist gebrochen.,axle,C1
klingeln,Das Telefon klingelte den ganzen Tag.,to ring,B1
speichern,Er speichert die Datei auf dem Computer.,to store,A2
der Tee,Der Tee schmeckt mit Honig besser.,tea,A1
der Zeuge,Der Zeuge sagte im Prozess aus.,witness,B1
der Aufwand,Der Aufwand lohnt sich am Ende.,expense,
die Kooperation,Die Kooperation begann gestern.,cooperation,B2
der Kritiker,Der Kritiker lobte den neuen Film.,critic,C1
das Tal,Das Tal ist von Bergen umgeben.,valley,B1
derartig,Derartige Probleme gab es nie.,such,B2
vielfach,Das Problem hat vielfache Ursachen.,multiple,C2
empfangen,Er hat uns herzlich empfangen.,to receive,B1
die Ernährung,Eine gesunde Ernährung ist wichtig.,food,B1
die Küste,Die Küste erstreckt sich weit.,coast,B1
mitkommen,Sie wollte unbedingt mitkommen.,to come (with sb),A1
die Republik,Die Republik feiert ihr Jubiläum.,republic,B2
zucken,Er zuckte kurz mit den Schultern.,to twitch,B2
anschließen,Er schloss das Gerät an den Strom an.,to join,B1
austauschen,Sie tauschten ihre Telefonnummern aus.,to exchange,B1
beschleunigen,Er beschleunigte das Auto auf 100 km/h.,to accelerate,B1
die Norm,Die Normen werden oft überprüft.,norm,C1
anstellen,Wir stellen neue Mitarbeiter an.,to hire,B1
decken,Wir decken den Tisch für das Abendessen.,to cover,A1
grob,Die groben Worte verletzten ihn tief.,coarse,B1
der Protest,Der Protest dauerte mehrere Stunden.,protest,B1
die Tour,Die Tour umfasste fünf Städte.,tour,A2
der Überblick,Er gab uns einen Überblick zum Thema.,view,C1
der Geschäftsführer,Der Geschäftsführer begrüßte die Gäste.,manager,B2
der Griff,Der Griff der Tür ist kaputt gegangen.,handle,
küssen,Er küsste sie sanft auf die Wange.,to kiss,B1
der Liter,Wir benötigen einen Liter Milch.,liter,B2
das Subjekt,Das Subjekt des Satzes ist markiert.,subject,C1
der Außenminister,Der Außenminister reiste nach Berlin.,foreign minister,C1
die Faser,Die Faser reißt bei hoher Belastung.,fiber,C1
der Schatz,Der Schatz wurde tief vergraben.,treasure,A1
sekundär,Die sekundäre Quelle war unzuverlässig.,secondary,C2
die Zentralbank,Die Zentralbank senkte die Zinsen.,central bank,C2
die Alte,Die Alte wohnt in dem Haus dort drüben.,old person/thing,
die Angestellte,Der Angestellte arbeitete fleißig.,employee,
dankbar,Ich bin sehr dankbar für deine Hilfe.,grateful,B1
faszinieren,Das Schauspiel hat mich sehr fasziniert.,to fascinate,B2
der Flur,Der Flur war mit Gemälden dekoriert.,hall,B1
das Hemd,Er trug ein blaues Hemd zum Interview.,shirt,A2
inhaltlich,Die inhaltliche Prüfung war nötig.,in terms of content,C2
die Begründung,Die Begründung überzeugte niemanden.,explanation,B1
dreimal,Er hat dreimal hintereinander gewonnen.,three times,B1
momentan,Momentan sind alle Plätze belegt.,at the moment,A2
zögern,"Er zögert, bevor er die Tür öffnet.",to hesitate,B1
derart,Sie war derart wütend auf ihn.,so,B2
kreativ,Die kreative Lösung sparte Zeit.,creative,B1
einziehen,Er zog in die neue Wohnung ein.,to move in,A2
das Ausmaß,Das Ausmaß der Schäden ist enorm.,extent,B2
der Feind,Der Feind rückt näher an die Stadt.,enemy,A1
verbrennen,Das Holz verbrennt schnell im Ofen.,to burn,A2
der Vorstand,Der Vorstand trifft sich heute.,board,B2
der Atem,Sein Atem geht schnell nach dem Rennen.,breath,B1
die Distanz,Die Distanz wächst zwischen ihnen.,distance,B1
der Händler,Der Händler bietet gute Preise.,trader,B1
hassen,"Er hasst es, früh aufzustehen.",to hate,B1
das Muster,Das Muster auf der Decke war bunt.,pattern,B1
ausführlich,Er gab eine ausführliche Erklärung ab.,detailed,C1
bedenken,Er bedachte alle Möglichkeiten.,to consider,B1
der Terror,Der Terror bedroht die Region.,terror,B2
die Verfassung,Die Verfassung garantiert Rechte.,constitution,B1
blind,Das blinde Vertrauen war riskant.,blind,B1
einschlafen,Das Kind schlief nach einer Weile ein.,to fall asleep,A2
die Flüchtlingskrise,Die Flüchtlingskrise spaltet die Nation.,refugee crisis,
der Ärger,Der Ärger über die Situation war groß.,annoyance,A1
allmählich,Der allmähliche Anstieg war bemerkbar.,gradual,B2
der Führer,Der Führer zeigte uns die Stadt.,leader,A2
das Vitamin,Dieses Obst enthält viel Vitamin C.,vitamin,B1
der Abschied,Der Abschied fiel ihm sehr schwer.,departure,B1
der Hafen,Der Hafen ist voll mit großen Schiffen.,harbor,B1
die Niere,Die Niere filtert das Blut im Körper.,kidney,B1
abbilden,Er bildete die Landschaft genau ab.,to copy,C2
der Rezeptor,Der Rezeptor reagierte sofort.,receptor,C2
etablieren,Die Firma hat sich schnell etabliert.,to establish,C1
das Messer,Das Messer liegt auf dem Tisch.,knife,A2
teils,"Er hat teils recht, teils nicht.",partly,C1
das Brasilien,Brasilien ist ein großes Land.,Brazil,B2
ergreifen,Er ergreift die Chance sofort.,to take,A2
das Grundgesetz,Das Grundgesetz schützt Rechte.,basic law,C2
die Herkunft,Die Herkunft des Begriffs ist unbekannt.,origin,B1
hinausgehen,Wir gehen hinaus in den Garten.,to go out,C1
die Katastrophe,Die Katastrophe traf alle unvorbereitet.,catastrophe,B1
lehnen,Das Fahrrad lehnt an der Mauer.,to lean,A2
beraten,Er berät die Kunden freundlich.,to advise,A2
bürgerlich,Er erfüllt seine bürgerliche Pflicht.,civil,C1
das Erlebnis,Das Erlebnis bleibt unvergessen.,experience,B1
nachher,Wir haben nachher darüber gesprochen.,afterwards,B1
übergehen,Er ging in die nächste Phase über.,to pass into,B2
die Wut,Die Wut über das Ergebnis war groß.,rage,A2
aufrufen,Der Lehrer rief die Schüler auf.,to call out/up/upon,B2
quer,Er legt die Bücher quer ins Regal.,diagonally,B2
der Kapitän,Der Kapitän führte das Schiff.,captain,A2
zusammenhängen,Die Ereignisse hängen eng zusammen.,to be connected,C1
der Ausländer,Der Ausländer wohnt in Deutschland.,foreigner,A1
die Beschäftigte,Die Beschäftigten arbeiten hart.,employee,
die Bundesliga,Die Bundesliga ist hier sehr beliebt.,(sport) national division,
nähern,Der Zug nähert sich dem Bahnhof.,to approach,A2
übel,Mir wurde plötzlich übel nach dem Essen.,foul,A1
das Ufer,Das Ufer des Sees ist steinig.,shore,B1
die Dichte,Die Dichte des Waldes nahm zu.,density,
die Strahlung,Die Strahlung war gefährlich hoch.,radiation,B2
das Virus,Das Virus verbreitet sich schnell.,virus,B1
der Kontinent,Afrika ist der zweitgrößte Kontinent.,continent,B2
das Milligramm,Das Medikament enthält ein Milligramm.,milligram,C1
schwedisch,Die schwedische Küche ist lecker.,Swedish,C1
sexuell,Er sprach offen über sexuelle Themen.,sexual,B1
hierher,"Komm bitte hierher, ich brauche Hilfe.",here,B1
ironisch,Seine ironische Bemerkung war scharf.,ironic,B2
der Sprung,Der Sprung ins Wasser war kühn.,jump,B1
vorerst,Er bleibt vorerst im Krankenhaus.,for the present,B2
experimentell,Das Ergebnis ist experimentell.,experimental,C1
kühl,Der kühle Wind weht vom Meer her.,cool,A2
der Maler,Der Maler arbeitet an einem neuen Bild.,painter,B1
die Opposition,Die Opposition kritisiert den Plan.,opposition,C1
der Saal,Der Saal füllte sich schnell mit Gästen.,hall,B1
syrisch,Das syrische Essen ist lecker.,Syrian,C2
der Grundsatz,Das ist ein wichtiger Grundsatz.,principle,C1
loben,Er lobte das Team für die gute Arbeit.,to praise,B1
die Zustimmung,Die Zustimmung fiel einstimmig aus.,approval,B1
die Absicht,"Er hat die beste Absicht, zu helfen.",intention,B1
die Adresse,Die Adresse war schwer zu finden.,address,A1
der Akzent,Sein deutscher Akzent war kaum zu hören.,accent,B1
verlängern,Wir müssen den Vertrag verlängern.,to lengthen,B1
die Nahrung,Die Nahrung reichte für alle Tiere.,nourishment,B1
niederländisch,Wir haben niederländische Freunde.,Dutch,C2
der Planet,Der Planet kreist um die Sonne.,planet,A1
der Stress,Der Stress bei der Arbeit ist hoch.,stress,
vermeintlich,Die vermeintliche Lösung war falsch.,supposed,C1
zusammenarbeiten,Die Firmen arbeiten eng zusammen.,to cooperate,A2
der Parameter,Der Parameter wurde korrekt eingestellt.,parameter,C1
steil,Der steile Anstieg kostete Kraft.,steep,B1
der Europäer,Ein Europäer reiste nach Asien.,European,C1
heimisch,Die Pflanze ist hier heimisch.,indigenous,C1
interkulturell,Er fördert interkulturellen Austausch.,intercultural,
die Stille,Die Stille im Raum ist greifbar.,peace,
der Bildschirm,Der Bildschirm flackert ständig.,screen,B1
erwischen,Die Polizei erwischte den Dieb.,to catch,A1
das Proton,Ein Proton ist positiv geladen.,proton,C2
unheimlich,Das alte Haus wirkt unheimlich.,eerie,B1
magnetisch,Das Gerät nutzt magnetische Felder.,magnetic,C1
versehen,Er versieht seinen Dienst gut.,to perform,B1
die Beteiligung,Die Beteiligung an der Aktion war groß.,participation,B2
das Frühjahr,Im Frühjahr blühen die Blumen.,spring,C1
der Hut,Der Hut schützt vor der Sonne.,hat,B1
das Medium,Das Medium beeinflusst die Meinung.,medium,B1
die Verpflichtung,Die Verpflichtung wurde erfüllt.,commitment,B1
die Abteilung,Die Abteilung arbeitet effizient.,department,B1
alternativ,Alternativ können Sie uns anrufen.,alternatively,B1
der Mittag,Zum Mittag gab es eine leckere Suppe.,noon,A2
befassen,Er befasst sich mit dem Thema.,to deal,B2
das Finale,Das Finale beendete die Serie.,final,
gewähren,Er gewährte ihm Schutz vor den Feinden.,to grant,B1
aussagen,Der Zeuge sagte vor Gericht aus.,to testify,A2
die Tendenz,Die Tendenz geht klar nach oben.,tendency,C1
der Terrorist,Der Terrorist wurde endlich gefasst.,terrorist,B1
jemals,Hast du jemals so etwas gesehen?,ever,B1
der Opa,Mein Opa erzählte Geschichten.,grandpa,A1
arbeitslos,Er ist seit zwei Monaten arbeitslos.,unemployed,A1
die Auswertung,Die Auswertung ergab interessante Daten.,evaluation,C2
das Gras,Das Gras wuchs schnell nach dem Regen.,grass,B1
logisch,Das war eine logische Entscheidung.,logical,B1
der Nachfolger,Der Nachfolger tritt morgen sein Amt an.,successor,B2
verzweifeln,Sie verzweifelte an der Aufgabe.,to despair,B2
bewältigen,Er bewältigte die Herausforderung.,to cope with,B2
die Emotion,Liebe ist eine starke Emotion.,emotion,B1
die Armut,Armut ist ein globales Problem.,poverty,B2
das Australien,Australien ist bekannt für Kängurus.,Australia,B2
klagen,Er klagt über Rückenschmerzen.,to complain,B1
schade,"Schade, dass wir es verpasst haben.",(it’s a) pity,A2
die Scheibe,Er legte die Scheibe in den Player ein.,disk,B1
verbleiben,Wir verbleiben bis morgen hier.,to remain,C1
der Widerspruch,Sein Widerspruch war klar formuliert.,contradiction,B2
dastehen,Er stand den ganzen Tag still da.,to stand there,B2
nervös,Vor der Prüfung war er sehr nervös.,nervous,A2
regieren,Der Präsident regiert das Land.,to rule,B1
der Regisseur,Der Regisseur inszeniert den Film.,director,B1
süß,Das süße Dessert verführt die Gäste.,sweet,A2
die Villa,Die Villa am See gehört einem Künstler.,villa,B1
weh,Mein Kopf tut schrecklich weh.,sore,A1
entlassen,Der Manager wurde fristlos entlassen.,to dismiss,B1
die Presse,Die Presse berichtete über den Vorfall.,press,B1
womit,Womit hast du dieses Ticket bezahlt?,with what,A2
abstimmen,Wir müssen über den Vorschlag abstimmen.,to vote,B1
fair,Das faire Urteil wurde respektiert.,fair,B1
hervorragend,Das hervorragende Essen wurde gelobt.,outstanding,B1
umfangreich,Die umfangreiche Liste schien endlos.,extensive,C1
die EZB,Die EZB trifft Entscheidungen.,European Central Bank,
die Infrastruktur,Die Infrastruktur wurde verbessert.,infrastructure,C1
der Konkurrent,Der Konkurrent senkte die Preise.,competitor,C1
die Party,Die Party dauerte bis spät in die Nacht.,party,A1
die Wellenlänge,Die Wellenlänge wurde gemessen.,wavelength,C1
der Anhänger,Der Anhänger wurde gestern repariert.,pendant,B1
betrieblich,Die betriebliche Leistung steigt.,operational,
die Finanzierung,Die Finanzierung wurde gesichert.,financing,C1
die Inflation,Die Inflation stieg auf ein Rekordhoch.,inflation,C2
murmeln,Er murmelt leise vor sich hin.,to mumble,B2
die Plattform,Die Plattform brach unter der Last.,platform,C1
dominieren,Er dominiert das Spielgeschehen.,to dominate,C1
einräumen,Er musste seinen Fehler einräumen.,to put away,C1
herausstellen,Es stellte sich als wahr heraus.,to emphasize,B2
die Kleidung,Die Kleidung trocknet in der Sonne.,clothes,A1
vereinen,"Das Ziel ist, die Gruppen zu vereinen.",to unite,B1
der Bundesrat,Der Bundesrat hat dem Gesetz zugestimmt.,Bundesrat,
abbrechen,Das Spiel wurde wegen Regen abgebrochen.,to break off,B1
die Aufklärung,Die Aufklärung des Falls dauerte lange.,enlightenment,B2
auskommen,Mit diesem Geld kommt er kaum aus.,to get by,B2
denkbar,"Es ist denkbar, dass es morgen regnet.",conceivable,C1
der Fernseher,Der Fernseher lief den ganzen Abend.,television,A2
der Italiener,Der Italiener spricht schnell.,Italian,B2
mangeln,Es mangelt hier an frischem Obst.,to lack,C1
die Schönheit,Er bewunderte die Schönheit lange.,beauty,A2
verarbeiten,Er verarbeitete die Daten schnell.,to use,B2
verkünden,Der Sprecher verkündete die Nachricht.,to announce,B1
das Dänemark,Dänemark liegt nördlich von Deutschland.,Denmark,B2
dazwischen,Er stand dazwischen und hörte zu.,in between,B1
einsteigen,Er steigt jeden Morgen in den Zug ein.,to board,A1
das Tibet,Tibet liegt im Hochland von Asien.,Tibet,C1
die Webseite,Die Webseite lädt sehr schnell.,website,A2
widersprechen,Er widersprach den Vorwürfen vehement.,to contradict,B1
der Besitzer,Der Besitzer begrüßt die Gäste.,owner,A2
japanisch,Wir kochten ein japanisches Gericht.,Japanese,B2
ärgern,Er ärgert seine kleine Schwester.,to annoy,B1
die Persönlichkeit,Ihre Persönlichkeit hinterließ Eindruck.,personality,B1
die Truppe,Die Truppe marschiert durch die Stadt.,troops,A2
ausdrücklich,Sie gab eine ausdrückliche Anweisung.,explicit,B2
die Einschätzung,Die Einschätzung war fehlerhaft.,opinion,C1
funktionell,Das Design ist sehr funktionell.,functional,C2
das Gewebe,Das Gewebe dehnte sich unter Druck.,fabric,B2
das Resultat,Das Resultat bestätigt die Theorie.,result,B2
die Verwandte,Die Verwandten kommen zu Besuch.,relative,A1
die Anordnung,Die Anordnung wurde streng befolgt.,order,B2
aufwachen,Ich bin heute früh aufgewacht.,to wake up,B1
die Kasse,Die Kasse schließt um acht Uhr.,cash register,A1
die Schulden,Die Schulden drückten ihn schwer.,debt,A1
der Hinblick,Im Hinblick darauf ändert sich nichts.,view,C1
die Last,Die Last drückt schwer auf den Rücken.,load,B1
zuhause,Ich bleibe heute lieber zuhause.,at home,B1
einheitlich,Die einheitliche Regelung gilt überall.,uniform,B1
fünfzehn,Fünfzehn Minuten sind vergangen.,fifteen,
überschreiten,Das Limit wurde überschritten.,to exceed,B1
die Version,Die Version wurde aktualisiert.,version,B1
die Zunge,Die Zunge ist ein wichtiges Organ.,tongue,A2
dänisch,Die dänische Küche ist sehr beliebt.,Danish,C1
die Einladung,Die Einladung zur Feier kam per Post.,invitation,A1
die Vielzahl,Die Vielzahl der Optionen verwirrte ihn.,multitude,C1
der Arbeitgeber,Der Arbeitgeber ist zufrieden.,employer,B2
die Höhle,Die Höhle bot Schutz vor dem Regen.,cave,B2
die Lücke,Die Lücke im Zaun wurde repariert.,gap,B2
mehrmals,Er hat sie heute mehrmals angerufen.,repeatedly,B2
subjektiv,Subjektive Ansichten führten zu Streit.,subjective,C2
unangenehm,Das unangenehme Wetter hält an.,unpleasant,B1
das Wirtschaftsforum,Das Wirtschaftsforum ist jährlich.,economic forum,
die Angelegenheit,Diese Angelegenheit muss geklärt werden.,matter,A2
charakteristisch,Das ist ein charakteristisches Merkmal.,characteristic,C2
die Einnahme,Die Einnahme stieg im letzten Jahr.,income,B1
der Islam,Der Islam ist eine große Religion.,Islam,C1
basieren,Die Theorie basiert auf Fakten.,to be based on,B1
einkaufen,Sie geht jeden Freitag einkaufen.,to shop,A1
eintragen,Er trägt seinen Namen in die Liste ein.,to enter,B1
der Vortrag,Der Vortrag fesselte das Publikum.,lecture,B1
das Zelt,Das Zelt stand auf einer schönen Wiese.,tent,A2
zusammensetzen,Er setzte das Puzzle zusammen.,to put together,C1
bedanken,Er bedankt sich herzlich für die Hilfe.,to thank,A2
die Brille,Die Brille lag auf dem Schreibtisch.,glasses,A2
die Sammlung,Die Sammlung wächst jeden Tag.,collection,B2
verschließen,Er verschließt die Tür sorgfältig.,to close,B2
der Entwurf,Der Entwurf erhält gute Kritik.,sketch,B2
seither,Seither hat sich viel geändert.,since then,B2
ansagen,Er sagt die nächste Station an.,to announce,B2
hemmen,Die Krise hemmt das Wachstum stark.,to inhibit,C2
die Intelligenz,Intelligenz allein reicht nicht aus.,intelligence,B1
senkrecht,Die senkrechte Linie trennt Bereiche.,vertical,B1
dringen,Das Wasser drang durch das Dach.,to press,B2
der Migrant,Der Migrant fand eine neue Heimat.,migrant,B1
probieren,Er probierte das neue Gericht.,to try,A2
das Turnier,Das Turnier endete unentschieden.,tournament,B2
verschaffen,Sie hat ihm alle Details verschafft.,to provide,A2
die Volkswirtschaft,Die Volkswirtschaft erholt sich langsam.,national economy,C2
bearbeiten,Er bearbeitet die Bilder am Computer.,to edit,B1
flexibel,Eine flexible Strategie hilft in Krisen.,flexible,B1
hierfür,Hierfür gibt es leider keine Beweise.,for this,B2
mobil,Er bleibt mobil trotz seines Alters.,mobile,C1
der Übersetzer,Der Übersetzer arbeitete sehr schnell.,translator,B1
wodurch,Wodurch bist du auf diese Idee gekommen?,how,B2
